"date","Mean_AQI"
2021-03-07,39.5
2021-03-08,69.1666666666667
2021-03-09,21.0833333333333
2021-03-10,21.0416666666667
2021-03-11,44.4166666666667
2021-03-12,39.3333333333333
2021-03-13,41.9166666666667
2021-03-14,14.375
2021-03-15,7.58333333333333
2021-03-16,10
2021-03-17,21
2021-03-18,40.8333333333333
2021-03-19,70.5833333333333
2021-03-20,14.875
2021-03-21,12
2021-03-22,22.9166666666667
2021-03-23,7.58333333333333
2021-03-24,2.25
2021-03-25,19.75
2021-03-26,11.4166666666667
2021-03-27,27.5416666666667
2021-03-28,31.75
2021-03-29,21.0833333333333
2021-03-30,1.66666666666667
2021-03-31,8.41666666666667
2021-04-01,36.0833333333333
2021-04-02,23.25
2021-04-03,26.8333333333333
2021-04-04,37.375
2021-04-05,20.375
2021-04-06,33.3333333333333
2021-04-07,28.5833333333333
2021-04-08,23.125
2021-04-09,20
2021-04-10,30.625
2021-04-11,24.3333333333333
2021-04-12,24
2021-04-13,24.375
2021-04-14,27.875
2021-04-15,27.4166666666667
2021-04-16,32.3333333333333
2021-04-17,29.4166666666667
2021-04-18,23.1666666666667
2021-04-19,29.4583333333333
2021-04-20,29.25
2021-04-21,34.9166666666667
2021-04-22,43.875
2021-04-23,39.125
2021-04-24,24.7083333333333
2021-04-25,21.6666666666667
2021-04-26,18.875
2021-04-27,19.5833333333333
2021-04-28,21.9583333333333
2021-04-29,21.4166666666667
2021-04-30,23.125
2021-05-01,20.4166666666667
2021-05-02,25.75
2021-05-03,21.2916666666667
2021-05-04,21.375
2021-05-05,25.1666666666667
2021-05-06,24.25
2021-05-07,19.4583333333333
2021-05-08,19.3333333333333
2021-05-09,17.5833333333333
2021-05-10,17.2916666666667
2021-05-11,21.0833333333333
2021-05-12,25
2021-05-13,23.3333333333333
2021-05-14,26.7083333333333
2021-05-15,31.6666666666667
2021-05-16,30.0416666666667
2021-05-17,21.125
2021-05-18,21.2083333333333
2021-05-19,23.1666666666667
2021-05-20,26.3333333333333
2021-05-21,18.2916666666667
2021-05-22,20.375
2021-05-23,28.25
2021-05-24,21.625
2021-05-25,9.125
2021-05-26,20.1666666666667
2021-05-27,23.8333333333333
2021-05-28,18.0833333333333
2021-05-29,28.2083333333333
2021-05-30,35.875
2021-05-31,30.2083333333333
2021-06-01,28.1666666666667
2021-06-02,26.2083333333333
2021-06-03,25.1666666666667
2021-06-04,24.9166666666667
2021-06-05,28.9166666666667
2021-06-06,28.3333333333333
2021-06-07,22.5833333333333
