"date","Mean_AQI"
2021-03-07,40.1967213114754
2021-03-08,75.6666666666667
2021-03-09,25.1388888888889
2021-03-10,25.5
2021-03-11,46.3194444444444
2021-03-12,41.2777777777778
2021-03-13,45.1666666666667
2021-03-14,17.75
2021-03-15,10.6527777777778
2021-03-16,13.1944444444444
2021-03-17,24.4722222222222
2021-03-18,44.0833333333333
2021-03-19,73.6111111111111
2021-03-20,18.1388888888889
2021-03-21,14.0972222222222
2021-03-22,27.5972222222222
2021-03-23,9.84722222222222
2021-03-24,4.45833333333333
2021-03-25,23.6388888888889
2021-03-26,12.75
2021-03-27,30.5555555555556
2021-03-28,34.0694444444444
2021-03-29,24.1805555555556
2021-03-30,4.31944444444444
2021-03-31,10.9583333333333
2021-04-01,38.0277777777778
2021-04-02,25.5972222222222
2021-04-03,31.6666666666667
2021-04-04,42.0416666666667
2021-04-05,24.2361111111111
2021-04-06,38.1666666666667
2021-04-07,33.3055555555556
2021-04-08,27.3472222222222
2021-04-09,23.75
2021-04-10,34.9444444444444
2021-04-11,27.7083333333333
2021-04-12,27.7361111111111
2021-04-13,30.6805555555556
2021-04-14,33.1527777777778
2021-04-15,31.75
2021-04-16,35.4722222222222
2021-04-17,31.6388888888889
2021-04-18,22.2916666666667
2021-04-19,29.4722222222222
2021-04-20,29.9305555555556
2021-04-21,35.3472222222222
2021-04-22,44.8888888888889
2021-04-23,41
2021-04-24,24.6944444444444
2021-04-25,21.0277777777778
2021-04-26,18.6527777777778
2021-04-27,18.6388888888889
2021-04-28,21.2777777777778
2021-04-29,20.7361111111111
2021-04-30,22.9583333333333
2021-05-01,19.4861111111111
2021-05-02,24.8194444444444
2021-05-03,20.3333333333333
2021-05-04,20.5277777777778
2021-05-05,25.3611111111111
2021-05-06,23.4722222222222
2021-05-07,19.2083333333333
2021-05-08,19.0972222222222
2021-05-09,16.9722222222222
2021-05-10,16.6944444444444
2021-05-11,20.6666666666667
2021-05-12,25.3194444444444
2021-05-13,23.0138888888889
2021-05-14,26.75
2021-05-15,32.3055555555556
2021-05-16,30.3472222222222
2021-05-17,20.4444444444444
2021-05-18,20.7361111111111
2021-05-19,22.625
