STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/11/2023,49,58,41
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/12/2023,51,72,38
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/13/2023,52,65,36
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/14/2023,51,55,41
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/15/2023,46,59,36
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/16/2023,44,57,32
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/17/2023,47,63,36
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/18/2023,45,60,30
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/19/2023,48,64,32
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/20/2023,51,68,36
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/21/2023,54,66,41
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/22/2023,44,55,32
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/23/2023,42,50,37
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/24/2023,44,48,40
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/25/2023,42,46,40
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/26/2023,45,50,42
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/27/2023,44,48,39
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",2/28/2023,43,49,39
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/1/2023,44,55,35
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/2/2023,46,57,35
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/3/2023,48,60,35
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/4/2023,49,53,44
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/5/2023,47,54,40
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/6/2023,44,53,38
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/7/2023,46,56,37
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/8/2023,47,56,42
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/9/2023,47,52,39
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/10/2023,52,60,50
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/11/2023,52,54,48
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/12/2023,55,60,53
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/13/2023,58,68,53
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/14/2023,59,65,46
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/15/2023,50,63,38
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/16/2023,52,64,38
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/17/2023,53,68,39
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/18/2023,54,65,42
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/19/2023,56,61,51
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/20/2023,53,59,47
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/21/2023,51,61,47
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/22/2023,51,59,48
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/23/2023,52,61,45
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/24/2023,49,60,37
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/25/2023,51,61,41
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/26/2023,49,59,37
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/27/2023,47,63,33
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/28/2023,51,51,45
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/29/2023,48,,
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/30/2023,49,58,43
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",3/31/2023,53,,
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/1/2023,55,,
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/2/2023,56,61,49
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/3/2023,51,59,38
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/4/2023,49,60,39
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/5/2023,50,63,37
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/6/2023,53,65,39
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/7/2023,56,62,50
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/8/2023,56,69,45
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/9/2023,58,76,45
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/10/2023,63,79,49
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/11/2023,62,73,49
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/12/2023,54,66,43
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/13/2023,56,68,47
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/14/2023,56,69,46
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/15/2023,56,69,46
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/16/2023,56,67,46
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/17/2023,54,62,47
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/18/2023,52,62,40
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/19/2023,51,65,38
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/20/2023,56,73,43
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/21/2023,65,83,49
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/22/2023,69,83,59
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/23/2023,66,82,54
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/24/2023,64,81,51
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/25/2023,66,86,49
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/26/2023,68,88,48
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/27/2023,72,90,53
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/28/2023,72,88,57
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/29/2023,69,,
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",4/30/2023,65,,
